B02,B03,B04,B08,class
996,2071,845,210,water
1173,2130,839,157,water
1737,2635,1455,885,water
1226,2333,1094,439,water
1501,2543,1324,793,water
1088,1894,950,321,water
557,773,511,0,water
714,937,1075,1593,water
1239,2287,996,347,water
1304,2307,1003,275,water
1075,2110,780,59,water
570,832,642,0,water
1507,2510,1206,577,water
1350,2425,1088,452,water
1298,2281,885,236,water
1284,2444,983,315,water
1055,2077,747,190,water
1265,2130,1009,308,water
1776,2825,1383,813,water
1094,2228,826,92,water
1258,2399,990,203,water
1186,1966,773,144,water
334,472,236,0,water
2156,3506,2831,10695,water
1180,2104,800,301,water
1357,1678,2163,3139,water
1193,2366,937,341,water
1108,2228,898,216,water
1665,2582,1298,688,water
1009,2051,701,92,water
950,1009,1167,1796,water
1245,2123,983,308,water
1789,2870,1448,793,water
1140,2025,839,242,water
1186,2379,911,85,water
990,1049,1350,1750,water
1003,2097,826,282,water
1311,2084,2038,5321,water
1409,2602,1173,609,water
1651,2235,2077,2202,water
1022,2005,721,105,water
1330,2136,839,72,water
1226,2143,911,262,water
2477,3021,3572,4935,water
1501,2399,1193,937,water
1324,2307,970,603,water
898,2058,800,92,water
1835,2792,1416,747,water
1645,2654,1311,904,water
1160,2025,668,46,water
1121,2025,826,400,water
1547,2412,1167,701,water
1383,2366,1035,393,water
1311,2287,957,334,water
1049,2051,734,125,water
1101,2202,924,321,water
1153,2281,865,177,water
400,419,282,0,water
1284,2385,1075,413,water
1173,2091,917,374,water
1389,2215,944,478,water
537,924,616,0,water
1337,1258,1750,2661,water
1016,1055,1140,1763,water
1422,2038,1953,5302,water
1468,2648,1212,668,water
1337,2261,963,242,water
1258,1632,1874,3231,water
1258,2254,1035,256,water
1140,2182,924,426,water
990,1966,741,249,water
623,944,688,190,water
452,570,321,282,water
1593,2746,1448,668,water
957,911,1167,1789,water
1239,2274,878,223,water
1252,2176,917,413,water
1933,2936,1573,878,water
1029,1986,649,59,water
950,1566,1291,4581,water
1291,2281,878,242,water
1219,1946,1842,5269,water
1324,2353,1081,367,water
1599,2523,1291,498,water
1239,1881,1245,944,water
2412,3106,3788,6809,water
1684,2458,1324,852,water
1016,2097,760,33,water
1324,2248,996,492,water
1206,1920,1579,3808,water
1737,2648,1363,852,water
1691,2602,1284,806,water
636,721,531,111,water
1226,2202,963,485,water
898,1153,1350,1874,water
1468,2471,1088,465,water
1199,2307,970,485,water
1239,2241,1003,439,water
1370,2313,1003,347,water
439,839,557,0,water
937,2025,819,20,water
1180,2051,865,347,water
1684,2713,1429,885,water
629,655,465,111,water
334,360,216,0,water
1153,2215,891,203,water
1534,2517,1271,852,water
1593,1986,2385,3729,water
1593,2549,1088,518,water
2005,2680,3198,3867,water
957,2110,780,66,water
3224,3637,4836,8179,water
1219,2320,937,341,water
1291,2425,990,256,water
832,970,1232,1783,water
1573,1809,2425,4411,water
629,767,550,0,water
1075,1953,786,0,water
472,596,256,0,water
1324,2510,1062,433,water
1245,2222,885,262,water
1088,2294,996,216,water
1232,2104,931,249,water
459,590,492,269,water
1560,1697,2123,3401,water
524,695,570,1835,water
1016,2143,695,0,water
1494,2372,1186,472,water
1855,2451,2870,5027,water
3552,4404,5833,8782,water
1088,2123,859,223,water
1343,2464,1134,354,water
1127,2143,760,125,water
865,917,609,275,water
1134,2084,832,301,water
1199,2254,1029,426,water
3021,3978,4653,7340,water
1127,2385,865,400,water
1003,2104,826,354,water
1206,2202,800,301,water
1271,2359,950,249,water
1311,2313,963,308,water
1625,1802,2261,4234,water
1147,2051,767,315,water
452,452,216,0,water
1212,2241,924,367,water
1311,2235,1055,485,water
1501,2497,1193,583,water
1029,2248,885,262,water
1108,1730,1068,655,water
1429,2418,1134,557,water
419,550,380,0,water
1291,2182,1003,360,water
1022,1055,1442,1730,water
1606,2582,1265,655,water
1049,2268,944,210,water
1271,1802,1160,786,water
3126,3978,5190,8192,water
819,747,1009,1298,water
478,511,295,0,water
1317,2241,1579,6508,water
1016,2169,826,125,water
1566,2530,1212,564,water
478,472,380,0,water
623,550,367,157,water
478,839,577,0,water
1180,2156,773,138,water
1442,2451,1121,498,water
452,498,236,0,water
1448,2399,1081,492,water
1291,2313,1003,439,water
1062,2091,793,164,water
1311,2392,1049,413,water
1147,2130,852,223,water
1042,2143,832,92,water
839,970,1075,1776,water
1252,2189,931,321,water
1317,2405,1114,439,water
400,472,210,0,water
1167,2195,845,315,water
990,2169,832,33,water
1245,2248,898,413,water
1173,1828,911,701,water
1219,1494,1599,2182,water
360,727,465,0,water
1180,1324,1671,2654,water
1153,2235,970,347,water
2038,2648,3093,4214,water
1743,2772,1389,963,water
990,1212,957,767,water
983,1959,786,98,water
406,498,269,0,water
1199,2307,1009,301,water
1022,2176,682,0,water
1284,1284,1743,2707,water
983,2097,786,85,water
1127,2176,826,203,water
1868,2176,3041,5223,water
1330,2412,963,282,water
1062,2071,695,66,water
393,550,177,0,water
1422,2451,1003,472,water
472,426,170,0,water
485,609,229,0,water
1101,2281,904,223,water
950,2064,721,85,water
1317,2169,891,433,water
4070,5243,6527,10112,water
1645,2602,1337,754,water
963,1671,865,328,water
419,623,334,269,water
1717,2543,1311,675,water
334,636,308,72,water
1186,2313,950,328,water
413,472,236,0,water
1481,2431,891,374,water
990,1022,1416,2294,water
1507,2621,1258,609,water
1481,2399,1180,544,water
1317,2307,1094,518,water
760,924,1094,1442,water
1075,2156,832,452,water
1121,2104,806,223,water
1593,2464,1153,780,water
1108,2150,800,0,water
1520,2549,1317,682,water
1167,2143,970,216,water
904,2071,800,203,water
531,1088,786,131,water
1422,2254,1586,7530,water
708,800,524,216,water
970,1953,806,262,water
1789,2366,2752,3939,water
1068,2038,668,118,water
1147,2110,839,203,water
1022,1999,760,105,water
1153,2254,931,275,water
419,550,256,79,water
2680,3231,4214,6350,water
1016,2117,727,92,water
413,492,328,0,water
1186,2281,904,223,water
1855,2451,1206,511,water
347,498,242,0,water
1160,2051,885,229,water
1547,1717,2005,3041,water
1265,1638,1750,4352,water
1134,1271,1488,2215,water
1658,2569,1330,701,water
1134,2143,773,85,water
1422,1769,2012,2890,water
1619,2569,1219,577,water
518,570,269,0,water
1547,2523,1245,557,water
1291,2425,1055,275,water
1481,2431,1193,505,water
1199,2097,872,315,water
1507,2595,1258,505,water
1108,2084,872,138,water
1199,2182,859,433,water
1894,2838,1481,741,water
1278,2248,963,256,water
1199,2130,904,92,water
1448,2399,1049,393,water
1881,2923,1475,786,water
1160,1848,865,583,water
1927,2451,2916,4935,water
1311,1959,1704,1402,water
1514,2444,1173,478,water
492,741,531,0,water
793,924,1094,1547,water
1219,2163,859,341,water
1573,2399,1199,603,water
1114,2084,813,334,water
1271,2477,1035,406,water
465,492,242,0,water
1317,2333,937,459,water
1828,2785,1468,793,water
1121,2261,950,360,water
1219,2058,1068,1003,water
1094,2235,773,183,water
1055,2215,950,203,water
1311,2189,859,256,water
452,498,229,0,water
1186,2071,800,269,water
872,944,1088,1632,water
1206,1252,1507,1992,water
1219,2110,832,419,water
426,485,216,0,water
1206,2215,872,164,water
1219,2333,976,347,water
1186,2038,806,105,water
1199,2228,950,360,water
1881,2831,1625,937,water
1527,2438,1186,668,water
1114,2104,806,190,water
1062,2156,800,118,water
2136,2818,3414,6108,water
1088,2058,701,0,water
1534,2471,1134,695,water
904,1075,1350,2038,water
1239,2117,878,328,water
1088,2222,826,26,water
1140,2235,931,190,water
505,852,609,26,water
1055,2353,872,111,water
1855,2936,1560,819,water
1802,2726,1468,721,water
1265,2379,1042,524,water
806,931,708,295,water
1298,2353,1016,144,water
865,1101,839,596,water
1330,1475,1783,2661,water
1212,2209,806,0,water
419,511,242,46,water
406,492,190,0,water
1153,2366,931,295,water
1173,2084,859,223,water
1193,2189,819,157,water
944,1986,760,26,water
1245,2130,865,308,water
360,439,236,39,water
1186,2110,773,111,water
1343,2300,1055,472,water
1645,2484,1252,701,water
1049,2202,865,79,water
1094,2176,878,177,water
1337,2294,1009,465,water
1088,2130,845,341,water
446,557,242,0,water
1527,2379,1153,374,water
786,806,577,321,water
2890,3611,4686,7176,water
1212,2241,872,190,water
2215,3178,1750,1108,water
1239,2150,944,328,water
1763,2720,1422,990,water
1114,2156,813,131,water
1199,2333,957,472,water
1042,2169,806,39,water
1488,2549,1108,754,water
682,990,793,321,water
1186,2241,865,262,water
2077,2733,3264,5053,water
1153,2274,852,229,water
891,1651,701,170,water
1088,1999,780,98,water
1134,2091,760,256,water
452,426,282,0,water
1422,2379,1062,275,water
2241,3106,1815,1180,water
1389,2405,1121,295,water
2700,3427,4089,6245,water
1140,2176,721,0,water
1638,2549,1206,642,water
1186,2287,878,92,water
1429,2130,865,282,water
1055,2209,714,0,water
321,439,236,33,water
334,419,177,0,water
734,623,452,138,water
3906,4522,5813,9417,water
1769,2615,1363,904,water
360,616,282,20,water
465,446,256,0,water
1226,2326,970,315,water
668,859,655,950,water
1035,2136,747,52,water
1252,2169,944,275,water
911,1966,767,52,water
1081,2005,688,144,water
1271,2307,1062,380,water
393,544,256,0,water
1409,2326,1127,550,water
1153,2248,839,125,water
1219,2169,878,485,water
1402,2425,990,413,water
387,498,256,0,water
2700,3847,3952,5341,water
1140,2182,937,256,water
1560,2431,1265,800,water
426,518,197,0,water
341,518,223,0,water
1697,2910,1507,839,water
800,1396,917,1009,water
708,609,387,111,water
360,439,203,0,water
1094,1959,780,125,water
452,413,203,0,water
1160,2320,845,256,water
1140,1855,806,321,water
485,596,426,0,water
1035,2077,780,111,water
478,544,334,7,water
1350,2261,1042,544,water
1350,2209,944,334,water
649,629,328,33,water
996,2032,701,59,water
1579,2143,2346,4633,water
282,465,229,0,water
1527,1750,2136,3637,water
3303,3788,4817,7379,water
1245,2097,970,419,water
1219,2248,950,413,water
1265,2209,878,400,water
1193,2248,957,223,water
1232,2176,721,59,water
1573,2720,1271,734,water
1153,2359,1022,465,water
793,806,550,164,water
1042,1940,701,39,water
1966,2444,3165,4778,water
1003,2123,852,125,water
406,472,249,0,water
1127,2241,963,236,water
459,465,249,0,water
1252,2136,944,511,water
1232,2372,839,216,water
1068,2130,754,92,water
1153,2012,872,433,water
1802,2752,1429,675,water
1114,2248,865,13,water
990,2215,859,242,water
990,1979,826,79,water
1035,2189,872,210,water
970,2084,734,7,water
1429,2215,1042,577,water
1317,2490,970,400,water
1239,2136,826,321,water
1298,2353,1009,164,water
1206,2150,911,223,water
1173,2176,904,197,water
1121,2110,839,26,water
570,688,741,603,water
1147,1973,767,170,water
452,485,262,0,water
1678,2490,1258,564,water
557,642,511,111,water
1049,2058,806,131,water
1547,1678,1992,3139,water
1625,2739,1357,741,water
1121,2058,734,33,water
2248,3310,4044,6114,water
1658,2641,1324,609,water
1258,2418,1193,642,water
1042,1973,904,236,water
976,2097,741,66,water
1488,2366,1160,655,water
1042,2097,865,170,water
465,498,308,0,water
1160,2091,819,308,water
354,452,144,0,water
1992,2943,1507,983,water
996,2241,944,52,water
1206,2209,832,177,water
1710,2798,1291,727,water
1547,2051,2077,2615,water
1068,1750,957,590,water
1304,2261,878,170,water
1049,2163,786,144,water
1094,2091,786,164,water
1376,2333,1088,452,water
963,1612,1147,5066,water
1167,2077,819,0,water
1763,2943,1691,924,water
1442,2405,1134,577,water
1160,2064,872,125,water
1363,1324,1697,2477,water
1108,2005,773,347,water
3532,4771,5289,15525,water
1763,2772,1350,727,water
1068,1160,1311,2025,water
1173,2176,793,79,water
472,872,550,0,water
1055,2084,891,315,water
1173,2320,963,334,water
1448,2438,1055,413,water
1094,2182,845,144,water
1127,2215,852,170,water
1422,2582,1317,623,water
1147,2340,950,321,water
1167,1311,1586,2943,water
2490,2523,3532,5800,water
1560,2549,1180,452,water
413,478,203,0,water
374,439,203,0,water
1114,2261,878,557,water
1586,2399,1180,492,water
1383,2320,1035,518,water
426,583,197,0,water
1914,2949,1481,865,water
1737,2602,2562,3985,water
419,518,236,33,water
1140,2123,773,360,water
1966,2975,1632,1140,water
1180,2248,990,406,water
465,544,393,105,water
1756,2556,1278,695,water
1239,2143,839,518,water
878,1121,747,2241,water
1173,2071,832,347,water
1206,2182,885,295,water
1167,2268,937,308,water
570,557,341,0,water
1193,2215,845,321,water
1035,1973,701,0,water
1009,1927,839,144,water
1232,2195,793,170,water
1186,2143,780,157,water
1140,2215,878,426,water
1219,2379,1068,439,water
885,793,1016,1540,water
1212,2503,1081,439,water
1252,2248,1009,374,water
452,721,478,0,water
1842,2569,1370,904,water
1147,1796,1055,596,water
1651,2641,1291,714,water
1376,2150,2097,5459,water
1520,2497,1317,754,water
1062,2169,793,151,water
3486,3814,5806,7445,water
891,754,583,315,water
1697,2523,1271,583,water
1075,1959,813,164,water
1389,2333,1049,354,water
1009,1940,616,26,water
885,1088,1330,2117,water
1042,2130,760,26,water
1999,2523,3270,5944,water
1409,2117,1448,1042,water
347,492,223,0,water
1448,2392,1186,531,water
1153,2104,859,380,water
360,544,223,0,water
413,439,269,0,water
1756,2772,1448,865,water
1429,2549,1049,557,water
1455,2569,1206,550,water
1160,2209,898,301,water
1684,2582,1252,937,water
1370,2340,1055,347,water
1003,1573,970,1055,water
472,564,301,0,water
1009,1566,2169,3696,water
1370,2104,917,321,water
1527,2399,1147,564,water
1206,2117,898,138,water
1461,2562,1232,662,water
465,472,197,0,water
1258,2399,1147,492,water
924,1199,1324,1966,water
478,957,819,236,water
1429,2287,937,400,water
485,701,446,0,water
1062,2143,878,321,water
1304,2385,1101,616,water
662,970,727,2556,water
1396,2307,990,374,water
1717,2104,2838,4653,water
1468,2595,1278,734,water
1317,2444,1029,505,water
1245,2202,904,256,water
1448,1743,2117,3152,water
1383,2510,1167,800,water
1435,2313,1101,524,water
1494,2536,1121,596,water
1062,2189,845,144,water
1206,2051,1042,419,water
1193,2038,708,105,water
374,433,288,111,water
3080,3650,4725,8375,water
1730,1802,1481,1324,water
937,1999,852,295,water
1232,1986,924,295,water
1003,1226,1350,2340,water
1127,2248,845,118,water
1507,2431,1147,655,water
1599,2615,1330,944,water
400,485,197,0,water
1363,2235,990,465,water
1134,2254,937,334,water
1304,2458,1101,492,water
367,603,269,98,water
1409,2287,1042,308,water
1186,2032,800,295,water
2005,2982,1704,976,water
524,518,236,0,water
570,721,577,92,water
963,2195,806,79,water
1409,2674,1206,741,water
505,760,446,0,water
406,472,328,0,water
1173,1206,878,544,water
1022,2091,806,275,water
1088,2261,891,216,water
4194,4778,6239,9240,water
2943,3794,4417,8277,water
1068,1167,937,623,water
347,413,282,0,water
1173,1953,1068,577,water
583,642,465,433,water
2490,3368,2051,1402,water
1016,2071,708,66,water
1278,2136,891,334,water
1252,1914,924,367,water
1409,1514,2281,3631,water
1121,2261,957,406,water
413,537,295,0,water
1081,2182,727,0,water
1304,2261,983,328,water
701,1252,773,2733,water
1920,2746,1422,629,water
1488,2215,1062,413,water
1291,2366,1075,413,water
1304,2333,1016,170,water
1258,2307,917,301,water
1153,2182,937,151,water
957,2189,852,223,water
1219,1579,1743,3119,water
577,734,544,0,water
1199,2215,1035,492,water
1239,2136,917,315,water
1278,2333,911,275,water
1016,2091,780,85,water
1710,2523,1304,734,water
1160,1855,1383,1226,water
334,426,177,0,water
970,1959,609,66,water
419,485,236,0,water
2772,3703,4201,5433,water
1593,2589,1324,800,water
1402,2595,1088,636,water
1258,2143,1009,236,water
1317,2353,1009,308,water
1409,2431,1167,393,water
1343,2215,1029,315,water
347,459,256,0,water
1409,2399,1121,360,water
1284,2195,983,485,water
1304,2405,963,242,water
1612,1619,1298,1245,water
3709,4587,5859,8795,water
1638,2497,1160,478,water
1370,2418,1101,433,water
478,583,288,0,water
1258,2176,898,321,water
380,452,262,0,water
1278,2340,1029,478,water
1612,2693,1298,727,water
1573,2451,1186,505,water
2608,3591,3801,5538,water
1475,2425,1127,537,water
970,2156,793,79,water
1232,2215,793,269,water
1389,2444,1127,380,water
1160,2209,911,210,water
1448,2536,1206,590,water
1265,2235,878,190,water
1337,2307,1022,452,water
1514,2562,1114,714,water
1973,2884,1520,813,water
393,465,262,0,water
957,1206,1442,1769,water
1212,2071,832,98,water
976,2091,813,138,water
1514,2595,1304,721,water
1173,2018,819,0,water
2222,3296,3205,3860,water
1062,2248,924,151,water
1691,2720,1409,636,water
1088,2064,826,308,water
1101,2130,839,360,water
1147,2071,891,262,water
524,675,472,315,water
1343,2471,1081,295,water
1022,2150,780,249,water
1429,2359,1003,564,water
1035,1953,786,118,water
1540,2589,1088,505,water
570,760,505,0,water
1088,2077,891,446,water
1651,2641,2372,8742,water
1612,2602,1193,498,water
1815,2169,2667,3618,water
1376,2326,852,105,water
865,793,662,315,water
1337,2254,1088,524,water
419,609,256,20,water
1671,2169,2569,3873,water
1081,2051,773,170,water
1317,2484,990,446,water
1029,1946,701,66,water
1101,2182,865,144,water
380,439,183,0,water
1586,2038,2130,2733,water
1520,2628,1252,800,water
1317,2379,1062,288,water
1291,2228,990,387,water
1180,2077,931,308,water
1488,2444,1219,793,water
3709,4574,5806,9398,water
1226,1855,1317,1180,water
976,2195,747,20,water
1350,2287,963,360,water
852,1101,1206,2005,water
1363,2326,1651,8375,water
1691,2576,1173,708,water
950,2051,727,52,water
1252,1769,1448,1606,water
1239,2268,904,223,water
2877,3532,4515,7183,water
1298,2405,1068,315,water
1455,2215,1081,354,water
1206,2241,813,85,water
1284,2215,1049,341,water
727,1003,1147,1638,water
1180,2235,924,249,water
406,498,256,0,water
459,518,249,0,water
950,2156,708,0,water
3454,4306,5557,9267,water
1468,2241,983,347,water
1081,970,1140,1789,water
1193,2268,878,236,water
1730,2628,1252,780,water
485,478,354,33,water
1337,2235,924,452,water
1121,2228,911,66,water
983,1973,813,374,water
1127,2058,931,170,water
380,334,242,0,water
1959,2903,1527,1121,water
524,609,406,282,water
1147,2176,983,236,water
2700,3899,4142,6023,water
2012,2569,3152,5767,water
1245,2254,944,170,water
1134,2143,793,52,water
518,544,282,0,water
1134,2012,773,125,water
1068,2051,898,288,water
2123,3146,1783,1094,water
1475,1769,2163,4122,water
1278,2156,859,301,water
1560,1822,2569,3860,water
1337,2353,904,367,water
1999,2346,3080,5564,water
1783,2811,1488,747,water
1114,1094,1678,2635,water
1907,2766,1402,1114,water
1494,2399,1101,478,water
2117,3703,3054,11593,water
747,688,387,105,water
347,452,183,66,water
1527,2071,2385,4679,water
524,577,328,125,water
1776,2916,1501,760,water
1278,2418,931,249,water
1127,2058,714,92,water
1455,2595,1219,446,water
1081,1035,1226,1979,water
275,426,236,0,water
1134,2143,904,478,water
374,465,262,0,water
662,550,400,138,water
1199,2300,931,334,water
1422,2346,963,275,water
1586,2503,1245,773,water
1062,2077,852,0,water
1534,2464,1068,393,water
1717,2517,1350,721,water
406,485,223,0,water
2333,3264,1737,1199,water
1153,1658,1153,760,water
3513,4397,5518,10073,water
1291,2228,891,85,water
1756,2844,1560,924,water
983,2064,832,0,water
845,1016,1245,1894,water
1121,2307,944,242,water
1553,2503,1186,406,water
1612,2464,1173,623,water
1167,2399,1068,308,water
1173,2248,931,433,water
747,872,1121,1809,water
1186,2268,944,334,water
1678,2615,1363,780,water
1101,2176,917,170,water
1284,2241,937,282,water
4155,4850,6462,10151,water
996,2130,826,98,water
1442,2300,1219,721,water
990,2123,721,0,water
1009,1999,695,79,water
2844,3690,4712,8336,water
2012,3034,1579,904,water
1101,2130,819,374,water
1147,2189,747,354,water
1304,2412,937,459,water
1560,2490,1232,524,water
1049,2169,734,0,water
1160,2215,872,203,water
1252,1835,1927,4843,water
1009,2045,773,334,water
577,1094,773,531,water
1311,2438,1088,596,water
1507,2392,1088,655,water
1206,2287,944,433,water
1022,1914,754,131,water
478,406,177,0,water
380,511,269,0,water
1239,2418,1042,413,water
1114,2189,898,229,water
1776,2621,1245,682,water
518,714,583,0,water
1691,2556,1278,649,water
1632,2510,1271,701,water
1507,2779,2117,1874,water
1114,2012,806,341,water
1193,1167,1547,2359,water
1737,2772,1501,1035,water
1455,2589,1114,492,water
1186,2202,819,98,water
786,859,917,1173,water
682,596,426,66,water
485,891,773,1409,water
1108,2346,937,197,water
1507,2497,1016,446,water
1573,2549,1186,655,water
990,2248,747,0,water
1134,2143,872,301,water
1193,2241,1062,485,water
1284,2353,1009,564,water
1009,2209,773,0,water
328,583,249,111,water
1422,2353,1193,295,water
1370,2471,1153,682,water
1042,1966,937,413,water
1284,2254,1016,347,water
1049,1068,1442,2680,water
1186,2438,944,315,water
1160,2189,924,197,water
1553,2438,1121,537,water
1461,2471,1035,419,water
1357,2287,1108,465,water
1402,2405,1075,321,water
367,596,229,0,water
970,1920,747,223,water
1357,2425,1153,760,water
1481,2759,1442,885,water
393,537,354,39,water
1973,3106,1599,1127,water
1330,2438,1088,406,water
1127,2241,924,118,water
1311,2359,976,354,water
1324,2287,950,380,water
1959,2818,3434,4646,water
1121,1370,1986,3742,water
557,446,282,0,water
1121,2143,970,282,water
1226,2405,859,0,water
1062,2045,721,256,water
1199,1979,819,308,water
1606,2503,1324,727,water
1252,2274,937,282,water
1108,2241,957,341,water
1127,2254,911,347,water
2608,3329,4188,6226,water
950,2097,747,151,water
1252,2320,917,360,water
983,2084,714,26,water
452,793,550,0,water
1239,2150,950,446,water
1868,2772,1422,786,water
2536,3270,3939,7917,water
1049,1992,832,72,water
1271,1920,1245,1258,water
878,1999,668,46,water
996,2241,904,20,water
1035,2287,878,26,water
1271,1593,2110,3762,water
1062,2032,773,341,water
1271,2431,931,203,water
1422,2346,1075,446,water
2136,2510,3126,5564,water
419,446,315,0,water
1252,2163,898,334,water
400,367,210,0,water
944,1986,682,33,water
714,780,970,1284,water
845,1186,1206,3296,water
1416,2484,1173,708,water
1140,2182,878,321,water
1632,2576,1245,649,water
1140,1553,1514,2589,water
1003,2018,800,151,water
1357,2366,957,374,water
996,2169,813,79,water
1081,2091,793,308,water
1193,2130,1009,138,water
917,852,649,210,water
511,465,256,0,water
1134,2156,813,315,water
1488,2582,1206,701,water
1593,2248,1940,1973,water
426,459,229,0,water
2268,3342,1933,1317,water
1586,2490,1101,623,water
1121,2117,747,125,water
1094,2189,826,295,water
1704,2248,2517,3342,water
1468,2503,1108,544,water
1042,2136,708,164,water
1573,2589,1343,885,water
3283,4109,5335,8670,water
1481,2405,1140,439,water
983,1973,655,0,water
1553,1776,2202,4332,water
1094,2189,786,354,water
328,754,380,0,water
1068,2254,845,262,water
1743,2857,1514,780,water
1586,1566,2385,3709,water
1914,2851,1547,911,water
1435,2359,996,459,water
1245,2372,917,144,water
1468,2300,917,446,water
1232,2169,819,387,water
1147,2136,904,210,water
1560,2458,1160,511,water
1108,2038,773,419,water
1645,2497,1278,688,water
1153,2169,832,157,water
950,2091,727,7,water
1298,2150,786,190,water
1278,2326,963,177,water
1147,2045,714,79,water
1121,2077,826,111,water
1593,2615,1245,773,water
2385,3231,1953,1376,water
1330,2346,1016,347,water
917,924,1108,1638,water
1730,2621,1416,970,water
1049,904,996,1396,water
1147,1999,786,354,water
1245,1448,1763,3323,water
1035,1363,793,393,water
295,426,183,0,water
1429,2503,1153,478,water
1802,2825,1429,734,water
1370,2136,1442,1461,water
1121,1232,1455,2254,water
1422,1815,2117,3867,water
1055,2058,852,105,water
1396,2464,1160,550,water
498,564,367,72,water
1226,2215,786,151,water
1317,2412,1127,518,water
727,891,1121,1730,water
485,590,374,98,water
1147,2189,931,301,water
334,518,249,0,water
360,564,315,0,water
1724,2687,1271,924,water
1042,1946,675,0,water
1206,2268,996,439,water
1160,2241,865,13,water
1553,2477,1180,675,water
1501,2595,1219,465,water
1619,2451,1239,662,water
1108,2130,859,301,water
1140,1835,924,360,water
1442,2543,1127,603,water
1488,2628,1206,537,water
1966,2569,2988,4758,water
4338,5466,7930,12321,water
1579,2444,1127,478,water
1081,2005,917,485,water
1180,2228,904,229,water
1167,2281,819,0,water
1219,2372,950,406,water
1088,2091,865,347,water
1769,2687,1357,675,water
1665,2693,1396,806,water
1343,2300,1088,544,water
1068,1206,1566,2654,water
1219,2123,904,249,water
983,1121,1081,1396,water
406,570,242,0,water
1376,2346,1127,623,water
1108,2123,734,105,water
898,976,675,426,water
393,741,505,0,water
1114,2215,878,157,water
1239,2300,963,256,water
2766,3624,4627,7438,water
1468,2405,1147,590,water
898,996,1199,1586,water
741,878,544,328,water
996,1134,1357,1828,water
1448,2517,1101,288,water
1448,1599,2058,3447,water
1009,2156,767,0,water
1540,2340,1160,544,water
1763,2693,1383,924,water
1016,2005,819,242,water
511,590,439,0,water
1710,2615,1429,767,water
1180,2287,950,33,water
1042,2005,714,131,water
1343,2340,1081,485,water
1226,2150,1868,5662,water
1193,2235,924,262,water
1376,2510,1114,564,water
1245,2300,872,223,water
446,531,321,0,water
1278,2228,891,157,water
1009,2005,662,7,water
963,2018,688,118,water
1147,2254,976,380,water
931,2038,865,406,water
452,721,485,0,water
1317,2064,957,419,water
1232,2307,957,308,water
668,695,485,144,water
1258,2228,937,328,water
1665,2340,2759,4791,water
413,596,321,66,water
1134,2071,859,256,water
1114,1815,741,164,water
1514,2326,1167,478,water
498,780,518,0,water
990,1160,1252,1946,water
1789,2969,1527,832,water
354,773,406,0,water
1081,2189,904,210,water
734,904,1068,1448,water
1140,2169,970,242,water
1743,2667,1422,786,water
1062,1933,767,66,water
1461,1612,2071,3670,water
1127,2150,852,256,water
1357,2182,832,360,water
1258,2235,917,288,water
924,1999,695,92,water
354,485,315,0,water
406,544,367,183,water
1088,2058,695,151,water
1350,2176,950,197,water
3493,4004,5479,8323,water
1245,1986,1252,970,water
1599,2431,1160,577,water
957,2051,721,59,water
1062,2123,734,0,water
1547,2372,1101,564,water
1062,2071,760,92,water
1769,2831,1402,839,water
1193,2182,878,413,water
1455,2340,1180,754,water
2988,3539,4325,7969,water
505,885,583,0,water
1134,2261,911,360,water
1239,2300,924,413,water
1075,2215,852,0,water
1108,2117,878,288,water
1147,2117,911,295,water
1284,2353,1022,498,water
1671,2615,1317,708,water
1317,2418,1009,380,water
393,439,256,0,water
459,511,210,79,water
492,603,308,223,water
1121,2123,780,0,water
1278,2294,1049,459,water
1547,2431,1160,629,water
1258,2261,944,301,water
1599,2477,1239,446,water
1199,2268,898,387,water
1402,1802,1887,3683,water
983,2064,734,0,water
1127,2143,734,0,water
1029,1173,1219,2241,water
1416,2530,1062,347,water
1016,1835,701,66,water
1914,2300,3047,5898,water
1579,2530,1226,492,water
1252,2117,819,367,water
1612,2576,1219,688,water
1003,1973,813,295,water
990,2176,786,197,water
1612,2621,1193,701,water
1199,2130,813,262,water
1206,2051,924,308,water
1475,2536,1049,557,water
1710,2595,1343,649,water
1088,1212,1429,2235,water
675,963,616,0,water
1062,2182,839,170,water
1114,2274,891,288,water
1186,2182,832,125,water
1717,2549,1376,570,water
1350,1697,1992,3912,water
826,1291,806,1042,water
1586,2589,1226,419,water
1868,2589,3126,6514,water
498,492,170,0,water
1075,2097,826,170,water
1376,2372,1127,734,water
1520,1599,2025,3519,water
1226,2209,786,275,water
1101,1258,1527,3251,water
1422,2307,1042,472,water
1219,1468,1468,2877,water
1127,2051,872,157,water
1140,2215,937,374,water
400,472,144,0,water
1009,1278,1514,2779,water
1579,2517,1265,747,water
1160,1409,1920,3323,water
1311,1389,1239,976,water
1003,2097,695,0,water
1409,2366,1016,419,water
1337,2431,1121,701,water
334,465,210,0,water
4463,5394,7432,10296,water
1265,2215,917,465,water
1180,2156,839,354,water
1278,2228,970,347,water
1278,2405,957,347,water
1488,2431,1265,531,water
387,550,229,26,water
1140,2143,878,308,water
1573,2628,1304,668,water
1232,2077,911,301,water
1081,1842,891,413,water
2189,3185,1868,1278,water
1651,2451,1265,609,water
1068,2163,806,144,water
387,485,183,0,water
819,1940,629,79,water
1035,2169,845,301,water
1619,2726,1278,570,water
295,570,308,0,water
380,623,367,66,water
